stake,gtype,upgrade,level,cost,d_hr,d_hr_per_dollar,payback_hours,below_window,ev_per_hand,hr
s001,ko,sharper_reads,4,3.7255224290432,23.469398685802105,6.299626195467461,0.15873957739262268,false,1.5232569207281,298.0285279685413
s001,ko,sharper_reads,5,8.9575151937622,21.95185531051959,2.450663474822386,0.40805276214943215,false,1.6354552923152,319.9803832790609
s001,ko,pot_control,1,0.3201894,0,0,,false,1.00137276925,195.920759201087
s001,ko,pot_control,2,1.0091893602591,0,0,,false,1.00137276925,195.920759201087
s001,ko,pot_control,3,2.8757061154107,0,0,,false,1.00137276925,195.920759201087
s001,ko,pot_control,4,7.4510448580864,0,0,,false,1.00137276925,195.920759201087
s001,ko,pot_control,5,17.915030387524,0,0,,false,1.00137276925,195.920759201087
s004,six_max,sharper_reads,1,0.1600947,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,2,0.50459468012954,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,3,1.4378530577054,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,4,3.7255224290432,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,5,8.9575151937622,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,6,20.767169261415,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,7,49.096457447056,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,8,126.47864518577,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,9,377.25428804107,0,0,,true,-3440,-688000
s004,six_max,sharper_reads,10,1345.3546284156,28160,20.9312841426528,0.04777537742953125,false,-3299.2,-659840
s004,six_max,sharper_reads,11,5649.5795440203,70400,12.461104308994758,0.08024970943210653,false,-2947.2,-589440
s004,six_max,sharper_reads,12,26319.136549246,70400,2.6748597876026006,0.3738513714381534,false,-2595.2,-519040
s004,six_max,sharper_reads,13,126596.20179013,70400.00000000006,0.55609883238605,1.7982415027007088,false,-2243.2,-448639.99999999994
s004,six_max,sharper_reads,14,604876.40992427,70399.99999999994,0.11638741211417711,8.59199445915157,false,-1891.2,-378240
s004,six_max,pot_control,1,0.3201894,0,0,,true,-3440,-688000
s004,six_max,pot_control,2,1.0091893602591,0,0,,true,-3440,-688000
s004,six_max,pot_control,3,2.8757061154107,0,0,,true,-3440,-688000
s004,six_max,pot_control,4,7.4510448580864,0,0,,true,-3440,-688000
s004,six_max,pot_control,5,17.915030387524,0,0,,true,-3440,-688000
s004,six_max,pot_control,6,41.53433852283,0,0,,true,-3440,-688000
s004,six_max,pot_control,7,98.192914894112,0,0,,true,-3440,-688000
s004,six_max,pot_control,8,252.95729037153,0,0,,true,-3440,-688000
s004,six_max,pot_control,9,754.50857608213,0,0,,true,-3440,-688000
s004,six_max,pot_control,10,2690.7092568312,32820,12.197527442504704,0.08198382866639854,false,-3275.9,-655180
s004,six_max,pot_control,11,11299.159088041,32820,2.904640933389158,0.3442766327861365,false,-3111.8,-622360
s004,six_max,pot_control,12,52638.273098493,32820,0.6235006976499693,1.6038474435860146,false,-2947.7,-589540
s004,six_max,pot_control,13,253192.40358026,32820,0.1296247420377141,7.714576586845216,false,-2783.6,-556720
s004,six_max,pot_control,14,1209752.8198485,32820,0.027129508988547033,36.860232170886654,false,-2619.5,-523900
s004,hu,sharper_reads,1,0.1600947,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,2,0.50459468012954,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,3,1.4378530577054,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,4,3.7255224290432,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,5,8.9575151937622,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,6,20.767169261415,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,7,49.096457447056,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,8,126.47864518577,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,9,377.25428804107,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,10,1345.3546284156,0,0,,false,-4857.1428571429,-2428571.42857145
s004,hu,sharper_reads,11,5649.5795440203,236053.57142860023,41.78250250117233,0.02393346353469235,false,-4385.0357142857,-2192517.85714285
s004,hu,sharper_reads,12,26319.136549246,236053.5714285497,8.968894970656333,0.11149645561373112,false,-3912.9285714286,-1956464.2857143001
s004,hu,sharper_reads,13,126596.20179013,236053.57142860023,1.8646181172159306,0.5363028444092908,false,-3440.8214285714,-1720410.7142856999
s004,hu,sharper_reads,14,604876.40992427,236053.57142854994,0.3902509133363353,2.562453964427128,false,-2968.7142857143,-1484357.14285715
s004,hu,pot_control,1,0.3201894,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,2,1.0091893602591,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,3,2.8757061154107,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,4,7.4510448580864,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,5,17.915030387524,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,6,41.53433852283,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,7,98.192914894112,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,8,252.95729037153,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,9,754.50857608213,0,0,,true,-4857.1428571429,-2428571.42857145
s004,hu,pot_control,10,2690.7092568312,-34378.57142854994,-12.776769300239064,,false,-4925.9,-2462950
s004,hu,pot_control,11,11299.159088041,82050,7.261602333472895,0.1377106531144546,false,-4761.8,-2380900
s004,hu,pot_control,12,52638.273098493,82050,1.5587517441249232,0.6415389774344059,false,-4597.7,-2298850
s004,hu,pot_control,13,253192.40358026,82050,0.32406185509428526,3.0858306347380866,false,-4433.6,-2216800
s004,hu,pot_control,14,1209752.8198485,82050,0.06782377247136759,14.744092868354661,false,-4269.5,-2134750
s004,zoom,sharper_reads,1,0.1600947,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,2,0.50459468012954,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,3,1.4378530577054,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,4,3.7255224290432,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,5,8.9575151937622,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,6,20.767169261415,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,7,49.096457447056,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,8,126.47864518577,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,9,377.25428804107,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,sharper_reads,10,1345.3546284156,207972.3214285872,154.5855026146619,0.0064689119166156115,false,-2315.9071428571,-2605395.5357142375
s004,zoom,sharper_reads,11,5649.5795440203,207972.32142847497,36.81199986795472,0.027165054970852365,false,-2131.0428571429,-2397423.2142857625
s004,zoom,sharper_reads,12,26319.136549246,207972.32142858766,7.90194317505244,0.12655115050145416,false,-1946.1785714286,-2189450.892857175
s004,zoom,sharper_reads,13,126596.20179013,207972.32142858743,1.6428006408388303,0.6087165874791661,false,-1761.3142857143,-1981478.5714285874
s004,zoom,sharper_reads,14,604876.40992427,207972.32142858743,0.3438261403757263,2.9084466902581054,false,-1576.45,-1773506.25
s004,zoom,pot_control,1,0.3201894,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,2,1.0091893602591,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,3,2.8757061154107,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,4,7.4510448580864,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,5,17.915030387524,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,6,41.53433852283,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,7,98.192914894112,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,8,252.95729037153,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,9,754.50857608213,0,0,,true,-2500.7714285714,-2813367.8571428247
s004,zoom,pot_control,10,2690.7092568312,166239.8792016753,61.782921651465614,0.016185702671059714,false,-2353.0026470588,-2647127.9779411494
s004,zoom,pot_control,11,11299.159088041,166245.25066841207,14.71306398759936,0.06796680833053073,false,-2205.2290909091,-2480882.7272727373
s004,zoom,pot_control,12,52638.273098493,177240.41274656262,3.3671395795018375,0.2969879853177777,false,-2047.6820573566,-2303642.3145261747
s004,zoom,pot_control,13,253192.40358026,189121.78635716205,0.7469488961078248,1.3387796745008462,false,-1879.5738028169,-2114520.5281690126
s004,zoom,pot_control,14,1209752.8198485,190391.21073483746,0.15738025786018053,6.354037117466271,false,-1710.3371710526,-1924129.3174341752
s004,ko,sharper_reads,1,0.1600947,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,2,0.50459468012954,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,3,1.4378530577054,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,4,3.7255224290432,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,5,8.9575151937622,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,6,20.767169261415,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,7,49.096457447056,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,8,126.47864518577,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,9,377.25428804107,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,sharper_reads,10,1345.3546284156,26714.107117150434,19.85655421471375,0.05036120513089818,false,-83.31064760201,-16299.90931343674
s004,ko,sharper_reads,11,5649.5795440203,43538.06054858674,7.706424913455525,0.12976185601367324,false,139.2172174241,27238.151235150002
s004,ko,sharper_reads,12,26319.136549246,58968.08723933219,2.2405023481297124,0.4463284766627282,false,440.60966331402,86206.23847448219
s004,ko,sharper_reads,13,126596.20179013,72602.26000105108,0.5734947729427967,1.7436950556125559,false,811.68788109717,158808.49847553327
s004,ko,sharper_reads,14,604876.40992427,84167.32961880587,0.13914797839337717,7.1865938085924475,false,1241.8764547044,242975.82809433914
s004,ko,pot_control,1,0.3201894,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,2,1.0091893602591,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,3,2.8757061154107,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,4,7.4510448580864,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,5,17.915030387524,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,6,41.53433852283,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,7,98.192914894112,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,8,252.95729037153,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,9,754.50857608213,0,0,,true,-219.84941731189,-43014.01643058717
s004,ko,pot_control,10,2690.7092568312,0,0,,false,-219.84941731189,-43014.01643058717
s004,ko,pot_control,11,11299.159088041,0,0,,false,-219.84941731189,-43014.01643058717
s004,ko,pot_control,12,52638.273098493,0,0,,false,-219.84941731189,-43014.01643058717
s004,ko,pot_control,13,253192.40358026,0,0,,false,-219.84941731189,-43014.01643058717
s004,ko,pot_control,14,1209752.8198485,0,0,,false,-219.84941731189,-43014.01643058717
s006,six_max,sharper_reads,1,0.1600947,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,2,0.50459468012954,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,3,1.4378530577054,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,4,3.7255224290432,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,5,8.9575151937622,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,6,20.767169261415,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,7,49.096457447056,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,8,126.47864518577,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,9,377.25428804107,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,10,1345.3546284156,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,11,5649.5795440203,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,12,26319.136549246,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,13,126596.20179013,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,14,604876.40992427,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,15,2929452.3992929,0,0,,true,-58550000,-11710000000
s006,six_max,sharper_reads,16,15346185.750674,0,0,,false,-58550000,-11710000000
s006,six_max,sharper_reads,17,93003817.376081,323610000,3.4795345947082272,0.28739475719563984,false,-56931950,-11386390000
s006,six_max,sharper_reads,18,672126700.02299,689430000,1.0257441044618791,0.9749020205430428,false,-53484800,-10696960000
s006,six_max,sharper_reads,19,5680650612.8029,689430000,0.12136461947618832,8.239633628944055,false,-50037650,-10007530000
s006,six_max,sharper_reads,20,53047858278.797,689430000,0.012996377655373925,76.94451688901991,false,-46590500,-9318100000
s006,six_max,pot_control,1,0.3201894,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,2,1.0091893602591,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,3,2.8757061154107,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,4,7.4510448580864,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,5,17.915030387524,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,6,41.53433852283,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,7,98.192914894112,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,8,252.95729037153,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,9,754.50857608213,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,10,2690.7092568312,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,11,11299.159088041,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,12,52638.273098493,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,13,253192.40358026,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,14,1209752.8198485,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,15,5858904.7985859,0,0,,true,-58550000,-11710000000
s006,six_max,pot_control,16,30692371.501347,778000000,25.348318228386354,0.03945034897345373,false,-54660000,-10932000000
s006,six_max,pot_control,17,186007634.75216,778000000,4.182624014528336,0.23908436343465297,false,-50770000,-10154000000
s006,six_max,pot_control,18,1344253400.046,778000000,0.5787599272379575,1.7278321337352185,false,-46880000,-9376000000
s006,six_max,pot_control,19,11361301225.606,778000000,0.06847807170595481,14.603214942938305,false,-42990000,-8598000000
s006,six_max,pot_control,20,106095716557.59,778000000,0.007333001041353941,136.36981562672236,false,-39100000,-7820000000
s006,hu,sharper_reads,1,0.1600947,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,2,0.50459468012954,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,3,1.4378530577054,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,4,3.7255224290432,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,5,8.9575151937622,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,6,20.767169261415,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,7,49.096457447056,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,8,126.47864518577,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,9,377.25428804107,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,10,1345.3546284156,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,11,5649.5795440203,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,12,26319.136549246,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,13,126596.20179013,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,14,604876.40992427,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,15,2929452.3992929,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,16,15346185.750674,0,0,,false,-65521739.130435,-32760869565.217495
s006,hu,sharper_reads,17,93003817.376081,149207608.69599533,1.6043170367151938,0.6233181952910501,false,-65223323.913043,-32611661956.5215
s006,hu,sharper_reads,18,672126700.02299,2437057608.6954994,3.6258901909597405,0.2757943421709936,false,-60349208.695652,-30174604347.826
s006,hu,sharper_reads,19,5680650612.8029,2437057608.695503,0.42901029737736857,2.33094638080534,false,-55475093.478261,-27737546739.130497
s006,hu,sharper_reads,20,53047858278.797,2437057608.6954956,0.045940735173272344,21.767174517959948,false,-50600978.26087,-25300489130.435
s006,hu,pot_control,1,0.3201894,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,2,1.0091893602591,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,3,2.8757061154107,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,4,7.4510448580864,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,5,17.915030387524,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,6,41.53433852283,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,7,98.192914894112,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,8,252.95729037153,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,9,754.50857608213,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,10,2690.7092568312,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,11,11299.159088041,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,12,52638.273098493,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,13,253192.40358026,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,14,1209752.8198485,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,15,5858904.7985859,0,0,,true,-65521739.130435,-32760869565.217495
s006,hu,pot_control,16,30692371.501347,36098923.0154953,1.1761529412580916,0.8502295619227321,false,-65449541.284404,-32724770642.202
s006,hu,pot_control,17,186007634.75216,40304622.78450012,0.2166826261631827,4.615044674818112,false,-65368932.038835,-32684466019.4175
s006,hu,pot_control,18,1344253400.046,994466019.4174995,0.7397905925947215,1.3517338690299199,false,-63380000,-31690000000
s006,hu,pot_control,19,11361301225.606,1945000000,0.17119517926488703,5.841285977175322,false,-59490000,-29745000000
s006,hu,pot_control,20,106095716557.59,1945000000,0.018332502603384853,54.547926250688946,false,-55600000,-27800000000
s006,zoom,sharper_reads,1,0.1600947,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,2,0.50459468012954,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,3,1.4378530577054,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,4,3.7255224290432,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,5,8.9575151937622,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,6,20.767169261415,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,7,49.096457447056,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,8,126.47864518577,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,9,377.25428804107,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,10,1345.3546284156,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,11,5649.5795440203,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,12,26319.136549246,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,13,126596.20179013,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,14,604876.40992427,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,15,2929452.3992929,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,sharper_reads,16,15346185.750674,3126528426.724869,203.7332583823021,0.0049083787690840175,false,-46956424.827586,-52825977931.03425
s006,zoom,sharper_reads,17,93003817.376081,3126528426.723755,33.617205346324255,0.029746672565372577,false,-44177288.448276,-49699449504.31049
s006,zoom,sharper_reads,18,672126700.02299,3126528426.7237396,4.651695025084998,0.21497540028040155,false,-41398152.068966,-46572921077.586754
s006,zoom,sharper_reads,19,5680650612.8029,3126528426.724884,0.5503821023032814,1.8169195470112909,false,-38619015.689655,-43446392650.86187
s006,zoom,sharper_reads,20,53047858278.797,3126528426.7237473,0.05893788228531381,16.967016140129974,false,-35839879.310345,-40319864224.13812
s006,zoom,pot_control,1,0.3201894,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,2,1.0091893602591,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,3,2.8757061154107,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,4,7.4510448580864,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,5,17.915030387524,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,6,41.53433852283,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,7,98.192914894112,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,8,252.95729037153,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,9,754.50857608213,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,10,2690.7092568312,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,11,11299.159088041,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,12,52638.273098493,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,13,253192.40358026,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,14,1209752.8198485,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,15,5858904.7985859,0,0,,true,-49735561.206897,-55952506357.75912
s006,zoom,pot_control,16,30692371.501347,4136702673.057747,134.77950613481264,0.007419525628768473,false,-46058492.164179,-51815803684.70137
s006,zoom,pot_control,17,186007634.75216,4193770202.558998,22.5462261704841,0.044353320703804884,false,-42330696.428571,-47622033482.14237
s006,zoom,pot_control,18,1344253400.046,4334828320.5075,3.224710698413828,0.3101053376638966,false,-38477515.699231,-43287205161.63487
s006,zoom,pot_control,19,11361301225.606,4475894269.2176285,0.39395965130560023,2.538331011020937,false,-34498943.015482,-38811310892.417244
s006,zoom,pot_control,20,106095716557.59,4513022053.131371,0.0425372691712926,23.508796391538844,false,-30487367.857143,-34298288839.285873
s006,ko,sharper_reads,1,0.1600947,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,2,0.50459468012954,0,0,,true,-2655321.7145044,-519519465.8812957
