id,name,variant,band,cost,coverage,best_stake,best_gtype,best_fill,best_d_hr,best_d_hr_per_chip,best_d_bbhr,best_d_bbhr_per_chip,home_median_bbhr_per_chip,home_gtype,home_allgtype_median,home_best_bbhr_per_chip,home_median_d_hr_per_chip,proc_hr_act1,proc_hr_act2,proc_hr_late
nightstand,Nightstand,corrupt,D,8,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
receipt_printer,Receipt Printer,base,C,19,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0.5414477955885794,5557.627906750131,-124301928382.5823
receipt_printer,Receipt Printer,corrupt,C,9,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0.5414477955885794,5557.627906750131,-124301928382.5823
microwave_oven,Microwave Oven,base,D,18,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,5.203462328902728,477978.1337950171,447260811382.98676
microwave_oven,Microwave Oven,corrupt,D,10,partial,s001,ko,naked,0,0,0,0,0,ko,-667.5156249999943,0,-101889.28124999999,5.203462328902728,477978.1337950171,447260811382.98676
framed_diploma,Framed Diploma,base,D,18,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
framed_diploma,Framed Diploma,corrupt,D,9,partial,s001,ko,naked,0,0,0,0,0,ko,-39.68439880954146,0,-7784.416061412501,0,0,0
laminated_blueprint,Laminated Blueprint,base,D,19,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
laminated_blueprint,Laminated Blueprint,corrupt,D,10,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
console_television,Console Television,base,D,26,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
console_television,Console Television,corrupt,D,13,partial,s001,ko,naked,0,0,0,0,0,ko,-45.78969093407208,0,-8982.018532397602,0,0,0
desk_speakers,Desk Speakers,base,C,10,modeled,s001,ko,naked,27.41941259413042,2.741941259413042,1370.9706297065204,137.09706297065205,55.656402069088976,ko,0,93.52375897860001,0,0,0,0
desk_speakers,Desk Speakers,corrupt,C,6,modeled,s001,ko,naked,144.49461439642826,24.082435732738045,7224.730719821999,1204.1217866369998,751.8184495393934,ko,0,1047.143893614163,0,0,0,0
curved_monitor,Curved Monitor,base,C,13,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,98299.3648793251,344054618912.66675
curved_monitor,Curved Monitor,corrupt,C,7,partial,s001,ko,naked,0,0,0,0,0,ko,-953.593749999992,0,-145556.11607142855,0,943673.9028415211,2890058798866.4004
tower_upgrade,Tower Upgrade,base,C,14,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
tower_upgrade,Tower Upgrade,corrupt,C,5,partial,s001,ko,naked,0,0,0,0,0,ko,-70.3423913043509,0,-18171.97916666502,0,0,0
copy_machine,Copy Machine,base,C,19,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
whiteboard,Whiteboard,base,D,17,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
high_roller_pass,High Roller Pass,base,D,19,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
high_roller_pass,High Roller Pass,corrupt,D,9,partial,s001,ko,naked,0,0,0,0,0,ko,-741.6840277777715,0,-113210.31249999999,0,0,0
window,Window,base,D,20,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
window,Window,corrupt,D,10,partial,s001,ko,naked,0,0,0,0,0,ko,-667.5156249999943,0,-101889.28124999999,0,0,0
bookshelf,Bookshelf,base,D,22,modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
bookshelf,Bookshelf,corrupt,D,11,modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,base,D,24,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,corrupt,D,12,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,base,D,24,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,1.5610386986708185,143393.4401385051,134178243414.89603
fire_extinguisher,Fire Extinguisher,corrupt,D,12,partial,s001,ko,naked,0,0,0,0,0,ko,-24.802749255979204,0,-4865.260038379696,1.5610386986708185,143393.4401385051,134178243414.89603
blackout_curtains,Blackout Curtains,base,D,24,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,5.203462328902728,477978.1337950171,447260811382.98676
blackout_curtains,Blackout Curtains,corrupt,D,12,partial,s001,ko,naked,0,0,0,0,0,ko,-667.5156249999952,0,-101889.28125000003,5.203462328902728,477978.1337950171,447260811382.98676
tip_jar,Tip Jar,base,D,24,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
tip_jar,Tip Jar,corrupt,D,12,not modeled,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
shredder,Shredder,base,D,18,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,24000,384384000000
shredder,Shredder,corrupt,D,9,partial,s001,ko,naked,0,0,0,0,0,ko,-39.68439880954146,0,-7784.416061412501,0,50000,800800000000
cool_towel,Cool Towel,base,D,16,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,5.203462328902728,430180.3204155154,1043608559893.6357
waste_basket,Waste Basket,base,D,18,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
waste_basket,Waste Basket,corrupt,D,9,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
cleaning_robot,Cleaning Robot,base,D,24,proc,s001,six_max,naked,0,0,0,0,0,six_max,0,0,0,0,0,0
