board,item,name,variant,proc,trigger,every,chance,target,payload,fires_hr,per_fire,est_hr,cost,est_hr_per_chip,board_hr,note
act2,tower_upgrade,Tower Upgrade,corrupt,tower_upgrade_bump_corrupt,on_ko,,0.25,board_near,next_win_tier_up,20,0,0,5,0,7883776.292171103,payload next_win_tier_up unvalued
act2,fire_extinguisher,Fire Extinguisher,base,fire_extinguisher_compress,on_status_applied,,1,board_near,apply_status:heater,23.339876560063423,24574.841219831276,143393.4401385051,24,5974.726672437712,7883776.292171103,heater on a random table
act2,fire_extinguisher,Fire Extinguisher,corrupt,fire_extinguisher_compress,on_status_applied,,1,board_near,apply_status:heater,23.339876560063423,24574.841219831276,143393.4401385051,12,11949.453344875425,7883776.292171103,heater on a random table
act2,blackout_curtains,Blackout Curtains,base,blackout_curtains_read,on_status_applied,,0.5,board_near,apply_status:heater,77.79958853354475,24574.841219831276,477978.1337950171,24,19915.75557479238,7883776.292171103,heater on a random table
act2,blackout_curtains,Blackout Curtains,corrupt,blackout_curtains_read,on_status_applied,,0.5,board_near,apply_status:heater,77.79958853354475,24574.841219831276,477978.1337950171,12,39831.51114958476,7883776.292171103,heater on a random table
act2,shredder,Shredder,base,shredder_refund,on_ko,,0.12,board_near,refund_buyin,9.6,10000,24000,18,1333.3333333333333,7883776.292171103,buy-in refunded on a random cash table
act2,shredder,Shredder,corrupt,shredder_refund_corrupt,on_ko,,0.25,board_near,refund_buyin,20,10000,50000,9,5555.555555555556,7883776.292171103,buy-in refunded on a random cash table
act2,cool_towel,Cool Towel,base,cool_towel_burnout,on_tilt_spent,,0.25,self,apply_status:heater,62.239670826835805,27646.696372310187,430180.3204155154,16,26886.270025969712,7883776.292171103,heater on self (avg cash table)
act2,cleaning_robot,Cleaning Robot,base,cleaning_robot_overdrive,on_stack_win,,1,none,timed_buff,137.36764298806713,0,0,24,0,7883776.292171103,"cursor speed ×2 for 10 s: throughput only, unvalued"
late,energy_drink,Energy Drink,base,energy_drink_caffeine,on_hand_played,25,1,gtype,apply_status:heater,181.76105806371868,10043782784.65611,730227434360.5029,3,243409144786.83432,-21289188637894.35,heater on a random zoom table
late,energy_drink,Energy Drink,corrupt,energy_drink_caffeine_corrupt,on_hand_played,10,1,gtype,apply_status:heater,454.40264515929664,10043782784.65611,1825568585901.257,2,912784292950.6285,-21289188637894.35,heater on a random zoom table
late,dogs_playing_poker,Dogs Playing Poker,base,dogs_playing_poker_high,on_stack_win,,0.25,self,apply_status:heater,28.452054015636108,35839022803.40278,407877525068.012,6,67979587511.335335,-21289188637894.35,heater on self (avg cash table)
late,dogs_playing_poker,Dogs Playing Poker,corrupt,dogs_playing_poker_high_corrupt,on_stack_win,,0.35,self,apply_status:heater,39.83287562189055,35839022803.40278,571028535095.2168,3,190342845031.73892,-21289188637894.35,heater on self (avg cash table)
late,gaming_chair,Gaming Chair,base,gaming_chair_spread,on_stack_win,,0.3,board_near,apply_status:heater,34.14246481876333,26879267102.552086,367089772561.2109,10,36708977256.121086,-21289188637894.35,heater on a random table
late,gaming_chair,Gaming Chair,corrupt,gaming_chair_spread,on_stack_win,,0.3,board_near,apply_status:heater,34.14246481876333,26879267102.552086,367089772561.2109,5,73417954512.24217,-21289188637894.35,heater on a random table
late,prize_vase,Prize Vase,base,prize_vase_ratchet,on_tournament_win,,1,none,ratchet,2.2865171299678555,124674946484.71283,114028560326.04865,12,9502380027.170721,-21289188637894.35,+0.01 win_chance_shift on every table for the rest of the run
late,prize_vase,Prize Vase,corrupt,prize_vase_ratchet_corrupt,on_tournament_win,,1,none,ratchet,2.2865171299678555,374024839454.16095,342085680978.16644,6,57014280163.02774,-21289188637894.35,+0.03 win_chance_shift on every table for the rest of the run
late,wall_clock,Wall Clock,base,wall_clock_century,on_hand_won,100,1,any_other,apply_status:heater,10.153623126603009,26879267102.552086,109168779231.44493,12,9097398269.287077,-21289188637894.35,heater on a random table
late,wall_clock,Wall Clock,corrupt,wall_clock_century,on_hand_won,100,1,any_other,apply_status:heater,10.153623126603009,26879267102.552086,109168779231.44493,7,15595539890.206419,-21289188637894.35,heater on a random table
late,house_cat,House Cat,base,house_cat_nap,on_hand_won,50,1,any_other,next_win_tier_up,20.307246253206017,0,0,8,0,-21289188637894.35,payload next_win_tier_up unvalued
late,house_cat,House Cat,corrupt,house_cat_nap_corrupt,on_hand_won,25,1,any_other,next_win_tier_up,40.614492506412034,0,0,4,0,-21289188637894.35,payload next_win_tier_up unvalued
late,candle,Candle,base,candle_flame,on_stack_win,,0.25,any_other,apply_status:heater,28.452054015636108,26879267102.552086,305908143801.00903,7,43701163400.14415,-21289188637894.35,heater on a random table
late,rolled_vouchers,Rolled Vouchers,base,rolled_vouchers_arrival,on_table_open,,1,self,apply_status:heater,0,35839022803.40278,0,9,0,-21289188637894.35,heater on self (avg cash table)
late,rolled_vouchers,Rolled Vouchers,corrupt,rolled_vouchers_arrival_corrupt,on_table_open,,1,self,apply_status:heater,0,35839022803.40278,0,5,0,-21289188637894.35,heater on self (avg cash table)
late,first_aid_kit,First Aid Kit,base,first_aid_kit_biggest,on_ko,,0.1,none,pay_biggest_buyin,16,100000000000,640000000000,16,40000000000,-21289188637894.35,pays the biggest open buy-in
late,first_aid_kit,First Aid Kit,corrupt,first_aid_kit_biggest,on_ko,,0.1,none,pay_biggest_buyin,16,100000000000,640000000000,8,80000000000,-21289188637894.35,pays the biggest open buy-in
late,nightstand,Nightstand,base,nightstand_rested,on_rebuy,,0.5,self,apply_status:heater,0,35839022803.40278,0,13,0,-21289188637894.35,heater on self (avg cash table)
late,nightstand,Nightstand,corrupt,nightstand_rested_corrupt,on_rebuy,,1,self,apply_status:heater,0,35839022803.40278,0,8,0,-21289188637894.35,heater on self (avg cash table)
late,receipt_printer,Receipt Printer,base,receipt_printer_cascade,on_stack_win,,1,gtype,resolve_now,113.80821606254443,-2730513065.820111,-124301928382.5823,19,-6542206756.978016,-21289188637894.35,zoom tables settle now: ≈half a hand of time compression each (rough)
late,receipt_printer,Receipt Printer,corrupt,receipt_printer_cascade,on_stack_win,,1,gtype,resolve_now,113.80821606254443,-2730513065.820111,-124301928382.5823,9,-13811325375.842478,-21289188637894.35,zoom tables settle now: ≈half a hand of time compression each (rough)
late,microwave_oven,Microwave Oven,base,microwave_oven_vent,on_status_applied,,0.5,any_other,apply_status:heater,41.59905194555333,26879267102.552086,447260811382.98676,18,24847822854.610374,-21289188637894.35,heater on a random table
late,microwave_oven,Microwave Oven,corrupt,microwave_oven_vent,on_status_applied,,0.5,any_other,apply_status:heater,41.59905194555333,26879267102.552086,447260811382.98676,10,44726081138.298676,-21289188637894.35,heater on a random table
late,framed_diploma,Framed Diploma,base,framed_diploma_century,on_hand_won,100,1,all,roll_status,10.153623126603009,0,0,18,0,-21289188637894.35,payload roll_status unvalued
late,framed_diploma,Framed Diploma,corrupt,framed_diploma_century,on_hand_won,100,1,all,roll_status,10.153623126603009,0,0,9,0,-21289188637894.35,payload roll_status unvalued
late,curved_monitor,Curved Monitor,base,curved_monitor_heater,on_ko,,0.2,board_near,apply_status:heater,32,26879267102.552086,344054618912.66675,13,26465739916.358982,-21289188637894.35,heater on a random table
late,curved_monitor,Curved Monitor,corrupt,curved_monitor_heater_corrupt,on_ko,,0.3,board_near,apply_status:heater,48,150523895774.2917,2890058798866.4004,7,412865542695.2001,-21289188637894.35,heater AOE ≈5.6 tables
late,tower_upgrade,Tower Upgrade,base,tower_upgrade_bump,on_ko,,0.15,board_near,next_win_tier_up,24,0,0,14,0,-21289188637894.35,payload next_win_tier_up unvalued
late,tower_upgrade,Tower Upgrade,corrupt,tower_upgrade_bump_corrupt,on_ko,,0.25,board_near,next_win_tier_up,40,0,0,5,0,-21289188637894.35,payload next_win_tier_up unvalued
late,fire_extinguisher,Fire Extinguisher,base,fire_extinguisher_compress,on_status_applied,,1,board_near,apply_status:heater,12.479715583665998,26879267102.552086,134178243414.89603,24,5590760142.287334,-21289188637894.35,heater on a random table
late,fire_extinguisher,Fire Extinguisher,corrupt,fire_extinguisher_compress,on_status_applied,,1,board_near,apply_status:heater,12.479715583665998,26879267102.552086,134178243414.89603,12,11181520284.574669,-21289188637894.35,heater on a random table
late,blackout_curtains,Blackout Curtains,base,blackout_curtains_read,on_status_applied,,0.5,board_near,apply_status:heater,41.59905194555333,26879267102.552086,447260811382.98676,24,18635867140.957783,-21289188637894.35,heater on a random table
late,blackout_curtains,Blackout Curtains,corrupt,blackout_curtains_read,on_status_applied,,0.5,board_near,apply_status:heater,41.59905194555333,26879267102.552086,447260811382.98676,12,37271734281.915565,-21289188637894.35,heater on a random table
late,shredder,Shredder,base,shredder_refund,on_ko,,0.12,board_near,refund_buyin,19.2,50050000000,384384000000,18,21354666666.666668,-21289188637894.35,buy-in refunded on a random cash table
late,shredder,Shredder,corrupt,shredder_refund_corrupt,on_ko,,0.25,board_near,refund_buyin,40,50050000000,800800000000,9,88977777777.77777,-21289188637894.35,buy-in refunded on a random cash table
late,cool_towel,Cool Towel,base,cool_towel_burnout,on_tilt_spent,,0.25,self,apply_status:heater,72.79834090471833,35839022803.40278,1043608559893.6357,16,65225534993.352234,-21289188637894.35,heater on self (avg cash table)
late,cleaning_robot,Cleaning Robot,base,cleaning_robot_overdrive,on_stack_win,,1,none,timed_buff,113.80821606254443,0,0,24,0,-21289188637894.35,"cursor speed ×2 for 10 s: throughput only, unvalued"
